State_name,State_code,Year,Population,Sex,Median_household_income,Age_label,Age_group
Arkansas,05,2023,12481,1,58700.0,73,61-75
Arkansas,05,2021,13795,1,52528.0,74,61-75
Arkansas,05,2022,12392,1,55432.0,74,61-75
Arkansas,05,2023,12166,1,58700.0,74,61-75
Arkansas,05,2021,9422,1,52528.0,75,61-75
Arkansas,05,2022,13220,1,55432.0,75,61-75
Arkansas,05,2023,11902,1,58700.0,75,61-75
Arkansas,05,2021,9109,1,52528.0,76,76-84
Arkansas,05,2022,8986,1,55432.0,76,76-84
Arkansas,05,2023,12648,1,58700.0,76,76-84
Arkansas,05,2021,8728,1,52528.0,77,76-84
Arkansas,05,2022,8588,1,55432.0,77,76-84
Arkansas,05,2023,8483,1,58700.0,77,76-84
Arkansas,05,2021,8710,1,52528.0,78,76-84
Arkansas,05,2022,8194,1,55432.0,78,76-84
Arkansas,05,2023,8130,1,58700.0,78,76-84
Arkansas,05,2021,7270,1,52528.0,79,76-84
Arkansas,05,2022,8123,1,55432.0,79,76-84
Arkansas,05,2023,7712,1,58700.0,79,76-84
Arkansas,05,2021,6524,1,52528.0,80,76-84
Arkansas,05,2022,6792,1,55432.0,80,76-84
Arkansas,05,2023,7650,1,58700.0,80,76-84
Arkansas,05,2021,5909,1,52528.0,81,76-84
Arkansas,05,2022,5965,1,55432.0,81,76-84
Arkansas,05,2023,6262,1,58700.0,81,76-84
Arkansas,05,2021,5346,1,52528.0,82,76-84
Arkansas,05,2022,5411,1,55432.0,82,76-84
Arkansas,05,2023,5493,1,58700.0,82,76-84
Arkansas,05,2021,4704,1,52528.0,83,76-84
Arkansas,05,2022,4833,1,55432.0,83,76-84
Arkansas,05,2023,4964,1,58700.0,83,76-84
Arkansas,05,2022,4185,1,55432.0,84,76-84
Arkansas,05,2021,4067,1,52528.0,84,76-84
Arkansas,05,2023,4318,1,58700.0,84,76-84
Arkansas,05,2021,19963,1,52528.0,85+,85+
Arkansas,05,2022,20185,1,55432.0,85+,85+
Arkansas,05,2023,20887,1,58700.0,85+,85+
Arkansas,05,2021,1533101,2,52528.0,All ages,All ages
Arkansas,05,2022,1542910,2,55432.0,All ages,All ages
Arkansas,05,2023,1553895,2,58700.0,All ages,All ages
Arkansas,05,2021,17315,2,52528.0,1,0-18
Arkansas,05,2022,17151,2,55432.0,1,0-18
Arkansas,05,2023,17929,2,58700.0,1,0-18
Arkansas,05,2021,17811,2,52528.0,2,0-18
Arkansas,05,2022,17504,2,55432.0,2,0-18
Arkansas,05,2023,17335,2,58700.0,2,0-18
Arkansas,05,2021,18265,2,52528.0,3,0-18
Arkansas,05,2022,17962,2,55432.0,3,0-18
Arkansas,05,2023,17604,2,58700.0,3,0-18
Arkansas,05,2021,18493,2,52528.0,4,0-18
Arkansas,05,2022,18461,2,55432.0,4,0-18
Arkansas,05,2023,18112,2,58700.0,4,0-18
Arkansas,05,2021,18932,2,52528.0,5,0-18
Arkansas,05,2022,18726,2,55432.0,5,0-18
Arkansas,05,2023,18712,2,58700.0,5,0-18
California,06,2021,318319,1,84907.0,31,31-45
California,06,2022,314110,1,91551.0,31,31-45
California,06,2023,303653,1,95521.0,31,31-45
California,06,2021,308065,1,84907.0,32,31-45
California,06,2022,315649,1,91551.0,32,31-45
California,06,2023,311920,1,95521.0,32,31-45
California,06,2021,302349,1,84907.0,33,31-45
California,06,2022,305273,1,91551.0,33,31-45
California,06,2023,313180,1,95521.0,33,31-45
California,06,2022,298889,1,91551.0,34,31-45
California,06,2021,296827,1,84907.0,34,31-45
California,06,2023,302401,1,95521.0,34,31-45
California,06,2021,295862,1,84907.0,35,31-45
California,06,2022,293791,1,91551.0,35,31-45
California,06,2023,296897,1,95521.0,35,31-45
California,06,2021,292551,1,84907.0,36,31-45
California,06,2022,291840,1,91551.0,36,31-45
California,06,2023,290645,1,95521.0,36,31-45
California,06,2021,286227,1,84907.0,37,31-45
California,06,2022,288799,1,91551.0,37,31-45
California,06,2023,289119,1,95521.0,37,31-45
California,06,2021,287860,1,84907.0,38,31-45
California,06,2022,282281,1,91551.0,38,31-45
California,06,2023,286161,1,95521.0,38,31-45
California,06,2021,284837,1,84907.0,39,31-45
California,06,2022,284050,1,91551.0,39,31-45
California,06,2023,279364,1,95521.0,39,31-45
California,06,2021,278246,1,84907.0,40,31-45
California,06,2022,281874,1,91551.0,40,31-45
California,06,2023,281715,1,95521.0,40,31-45
California,06,2021,274180,1,84907.0,41,31-45
California,06,2022,273455,1,91551.0,41,31-45
California,06,2023,278018,1,95521.0,41,31-45
California,06,2021,259291,1,84907.0,42,31-45
California,06,2022,270484,1,91551.0,42,31-45
California,06,2023,270216,1,95521.0,42,31-45
California,06,2021,253067,1,84907.0,43,31-45
California,06,2022,255430,1,91551.0,43,31-45
California,06,2023,267418,1,95521.0,43,31-45
California,06,2021,250095,1,84907.0,44,31-45
California,06,2022,249824,1,91551.0,44,31-45
California,06,2023,252867,1,95521.0,44,31-45
California,06,2021,245174,1,84907.0,45,31-45
California,06,2022,247250,1,91551.0,45,31-45
California,06,2023,247504,1,95521.0,45,31-45
California,06,2021,246479,1,84907.0,46,46-60
California,06,2022,241902,1,91551.0,46,46-60
California,06,2023,244329,1,95521.0,46,46-60
California,06,2021,240745,1,84907.0,47,46-60
California,06,2022,243054,1,91551.0,47,46-60
California,06,2023,239105,1,95521.0,47,46-60
California,06,2021,241286,1,84907.0,48,46-60
California,06,2022,238091,1,91551.0,48,46-60
California,06,2023,240712,1,95521.0,48,46-60
California,06,2021,248123,1,84907.0,49,46-60
California,06,2022,237450,1,91551.0,49,46-60
California,06,2023,235190,1,95521.0,49,46-60
California,06,2021,261903,1,84907.0,50,46-60
California,06,2022,245259,1,91551.0,50,46-60
California,06,2023,235434,1,95521.0,50,46-60
California,06,2021,261772,1,84907.0,51,46-60
California,06,2022,256662,1,91551.0,51,46-60
California,06,2023,241047,1,95521.0,51,46-60
Arkansas,05,2021,19029,2,52528.0,6,0-18
Arkansas,05,2022,19097,2,55432.0,6,0-18
Arkansas,05,2023,18909,2,58700.0,6,0-18
Arkansas,05,2021,18797,2,52528.0,7,0-18
Arkansas,05,2022,19208,2,55432.0,7,0-18
Arkansas,05,2023,19317,2,58700.0,7,0-18
Arkansas,05,2021,18601,2,52528.0,8,0-18
Arkansas,05,2022,18980,2,55432.0,8,0-18
Arkansas,05,2023,19334,2,58700.0,8,0-18
Arkansas,05,2021,18765,2,52528.0,9,0-18
Arkansas,05,2022,18805,2,55432.0,9,0-18
Arkansas,05,2023,19149,2,58700.0,9,0-18
Arkansas,05,2021,18982,2,52528.0,10,0-18
Arkansas,05,2022,18926,2,55432.0,10,0-18
Arkansas,05,2023,18881,2,58700.0,10,0-18
Arkansas,05,2021,19464,2,52528.0,11,0-18
Arkansas,05,2022,19130,2,55432.0,11,0-18
Arkansas,05,2023,19023,2,58700.0,11,0-18
Arkansas,05,2021,20070,2,52528.0,12,0-18
Arkansas,05,2022,19639,2,55432.0,12,0-18
Arkansas,05,2023,19205,2,58700.0,12,0-18
Arkansas,05,2021,20814,2,52528.0,13,0-18
Arkansas,05,2022,20234,2,55432.0,13,0-18
Arkansas,05,2023,19756,2,58700.0,13,0-18
Arkansas,05,2021,20900,2,52528.0,14,0-18
Arkansas,05,2022,21012,2,55432.0,14,0-18
Arkansas,05,2023,20353,2,58700.0,14,0-18
Arkansas,05,2021,20460,2,52528.0,15,0-18
Arkansas,05,2022,21063,2,55432.0,15,0-18
Arkansas,05,2023,21154,2,58700.0,15,0-18
Arkansas,05,2021,20033,2,52528.0,16,0-18
Arkansas,05,2022,20636,2,55432.0,16,0-18
Arkansas,05,2023,21174,2,58700.0,16,0-18
Arkansas,05,2021,20008,2,52528.0,17,0-18
Arkansas,05,2022,20240,2,55432.0,17,0-18
Arkansas,05,2023,20743,2,58700.0,17,0-18
Arkansas,05,2021,19317,2,52528.0,18,0-18
Arkansas,05,2022,19493,2,55432.0,18,0-18
Arkansas,05,2023,19624,2,58700.0,18,0-18
Arkansas,05,2021,19338,2,52528.0,19,19-30
Arkansas,05,2022,19297,2,55432.0,19,19-30
Arkansas,05,2023,19599,2,58700.0,19,19-30
Arkansas,05,2021,19987,2,52528.0,20,19-30
Arkansas,05,2022,19651,2,55432.0,20,19-30
Arkansas,05,2023,19837,2,58700.0,20,19-30
Arkansas,05,2021,20052,2,52528.0,21,19-30
Arkansas,05,2022,19893,2,55432.0,21,19-30
Arkansas,05,2023,19732,2,58700.0,21,19-30
Arkansas,05,2021,20087,2,52528.0,22,19-30
Arkansas,05,2022,20387,2,55432.0,22,19-30
Arkansas,05,2023,20266,2,58700.0,22,19-30
Arkansas,05,2021,19778,2,52528.0,23,19-30
Arkansas,05,2022,20128,2,55432.0,23,19-30
Arkansas,05,2023,20322,2,58700.0,23,19-30
Arkansas,05,2021,19356,2,52528.0,24,19-30
Arkansas,05,2022,19540,2,55432.0,24,19-30
Arkansas,05,2023,19938,2,58700.0,24,19-30
Arkansas,05,2021,18957,2,52528.0,25,19-30
Arkansas,05,2022,19269,2,55432.0,25,19-30
Arkansas,05,2023,19603,2,58700.0,25,19-30
California,06,2021,252109,1,84907.0,52,46-60
California,06,2022,257681,1,91551.0,52,46-60
California,06,2023,253364,1,95521.0,52,46-60
California,06,2021,245122,1,84907.0,53,46-60
California,06,2022,247713,1,91551.0,53,46-60
California,06,2023,253911,1,95521.0,53,46-60
California,06,2021,240013,1,84907.0,54,46-60
California,06,2022,240753,1,91551.0,54,46-60
California,06,2023,244012,1,95521.0,54,46-60
California,06,2021,241893,1,84907.0,55,46-60
California,06,2022,236319,1,91551.0,55,46-60
California,06,2023,237791,1,95521.0,55,46-60
California,06,2021,246789,1,84907.0,56,46-60
California,06,2022,236633,1,91551.0,56,46-60
California,06,2023,232092,1,95521.0,56,46-60
California,06,2021,248883,1,84907.0,57,46-60
California,06,2022,241306,1,91551.0,57,46-60
California,06,2023,232360,1,95521.0,57,46-60
California,06,2021,246212,1,84907.0,58,46-60
California,06,2022,243726,1,91551.0,58,46-60
California,06,2023,237150,1,95521.0,58,46-60
California,06,2021,243815,1,84907.0,59,46-60
California,06,2022,240486,1,91551.0,59,46-60
California,06,2023,239288,1,95521.0,59,46-60
California,06,2021,240909,1,84907.0,60,46-60
California,06,2022,238494,1,91551.0,60,46-60
California,06,2023,236038,1,95521.0,60,46-60
California,06,2021,237475,1,84907.0,61,61-75
California,06,2022,234412,1,91551.0,61,61-75
California,06,2023,232740,1,95521.0,61,61-75
California,06,2021,227654,1,84907.0,62,61-75
California,06,2022,231268,1,91551.0,62,61-75
California,06,2023,229210,1,95521.0,62,61-75
California,06,2021,222426,1,84907.0,63,61-75
California,06,2022,221146,1,91551.0,63,61-75
California,06,2023,225813,1,95521.0,63,61-75
California,06,2021,214887,1,84907.0,64,61-75
California,06,2022,215821,1,91551.0,64,61-75
California,06,2023,215580,1,95521.0,64,61-75
California,06,2021,204266,1,84907.0,65,61-75
California,06,2022,208894,1,91551.0,65,61-75
California,06,2023,210557,1,95521.0,65,61-75
California,06,2021,197978,1,84907.0,66,61-75
California,06,2022,197895,1,91551.0,66,61-75
California,06,2023,203734,1,95521.0,66,61-75
California,06,2021,187743,1,84907.0,67,61-75
California,06,2022,191675,1,91551.0,67,61-75
California,06,2023,192778,1,95521.0,67,61-75
California,06,2021,177556,1,84907.0,68,61-75
California,06,2022,181890,1,91551.0,68,61-75
California,06,2023,186834,1,95521.0,68,61-75
California,06,2021,168112,1,84907.0,69,61-75
California,06,2022,171923,1,91551.0,69,61-75
California,06,2023,177233,1,95521.0,69,61-75
California,06,2021,158631,1,84907.0,70,61-75
California,06,2022,162784,1,91551.0,70,61-75
California,06,2023,167265,1,95521.0,70,61-75
California,06,2021,152587,1,84907.0,71,61-75
California,06,2022,153569,1,91551.0,71,61-75
California,06,2023,158370,1,95521.0,71,61-75
California,06,2023,149280,1,95521.0,72,61-75
California,06,2021,145324,1,84907.0,72,61-75
California,06,2022,147620,1,91551.0,72,61-75
Arkansas,05,2021,19125,2,52528.0,26,19-30
Arkansas,05,2022,18998,2,55432.0,26,19-30
Arkansas,05,2023,19443,2,58700.0,26,19-30
Arkansas,05,2021,19181,2,52528.0,27,19-30
Arkansas,05,2022,19152,2,55432.0,27,19-30
Arkansas,05,2023,19013,2,58700.0,27,19-30
Arkansas,05,2021,19566,2,52528.0,28,19-30
Arkansas,05,2022,19179,2,55432.0,28,19-30
Arkansas,05,2023,19341,2,58700.0,28,19-30
Arkansas,05,2021,20183,2,52528.0,29,19-30
Arkansas,05,2022,19701,2,55432.0,29,19-30
Arkansas,05,2023,19306,2,58700.0,29,19-30
Arkansas,05,2021,20731,2,52528.0,30,19-30
Arkansas,05,2022,20284,2,55432.0,30,19-30
Arkansas,05,2023,19892,2,58700.0,30,19-30
Arkansas,05,2021,20793,2,52528.0,31,31-45
Arkansas,05,2022,20932,2,55432.0,31,31-45
Arkansas,05,2023,20430,2,58700.0,31,31-45
Arkansas,05,2021,19780,2,52528.0,32,31-45
Arkansas,05,2022,20982,2,55432.0,32,31-45
Arkansas,05,2023,21090,2,58700.0,32,31-45
Arkansas,05,2021,19361,2,52528.0,33,31-45
Arkansas,05,2022,19974,2,55432.0,33,31-45
Arkansas,05,2023,21139,2,58700.0,33,31-45
Arkansas,05,2021,18998,2,52528.0,34,31-45
Arkansas,05,2022,19522,2,55432.0,34,31-45
Arkansas,05,2023,20131,2,58700.0,34,31-45
Arkansas,05,2021,18984,2,52528.0,35,31-45
Arkansas,05,2022,19108,2,55432.0,35,31-45
Arkansas,05,2023,19644,2,58700.0,35,31-45
Arkansas,05,2021,19207,2,52528.0,36,31-45
Arkansas,05,2022,19099,2,55432.0,36,31-45
Arkansas,05,2023,19251,2,58700.0,36,31-45
Arkansas,05,2022,19278,2,55432.0,37,31-45
Arkansas,05,2021,19030,2,52528.0,37,31-45
Arkansas,05,2023,19204,2,58700.0,37,31-45
Arkansas,05,2021,19329,2,52528.0,38,31-45
Arkansas,05,2022,19277,2,55432.0,38,31-45
Arkansas,05,2023,19500,2,58700.0,38,31-45
Arkansas,05,2021,19381,2,52528.0,39,31-45
Arkansas,05,2022,19469,2,55432.0,39,31-45
Arkansas,05,2023,19400,2,58700.0,39,31-45
Arkansas,05,2021,19293,2,52528.0,40,31-45
Arkansas,05,2022,19524,2,55432.0,40,31-45
Arkansas,05,2023,19512,2,58700.0,40,31-45
Arkansas,05,2021,19376,2,52528.0,41,31-45
Arkansas,05,2022,19432,2,55432.0,41,31-45
Arkansas,05,2023,19616,2,58700.0,41,31-45
Arkansas,05,2021,18593,2,52528.0,42,31-45
Arkansas,05,2022,19408,2,55432.0,42,31-45
Arkansas,05,2023,19484,2,58700.0,42,31-45
Arkansas,05,2021,18305,2,52528.0,43,31-45
Arkansas,05,2022,18711,2,55432.0,43,31-45
Arkansas,05,2023,19511,2,58700.0,43,31-45
Arkansas,05,2021,18109,2,52528.0,44,31-45
Arkansas,05,2022,18345,2,55432.0,44,31-45
Arkansas,05,2023,18745,2,58700.0,44,31-45
Arkansas,05,2021,17274,2,52528.0,45,31-45
Arkansas,05,2022,18138,2,55432.0,45,31-45
Arkansas,05,2023,18335,2,58700.0,45,31-45
Arkansas,05,2021,17763,2,52528.0,46,46-60
Arkansas,05,2022,17387,2,55432.0,46,46-60
Arkansas,05,2023,18255,2,58700.0,46,46-60
California,06,2021,140628,1,84907.0,73,61-75
California,06,2022,140465,1,91551.0,73,61-75
California,06,2023,143602,1,95521.0,73,61-75
California,06,2021,145582,1,84907.0,74,61-75
California,06,2022,135460,1,91551.0,74,61-75
California,06,2023,136081,1,95521.0,74,61-75
California,06,2021,106317,1,84907.0,75,61-75
California,06,2022,140026,1,91551.0,75,61-75
California,06,2023,130978,1,95521.0,75,61-75
California,06,2021,100522,1,84907.0,76,76-84
California,06,2022,101987,1,91551.0,76,76-84
California,06,2023,135037,1,95521.0,76,76-84
California,06,2021,94406,1,84907.0,77,76-84
California,06,2022,96177,1,91551.0,77,76-84
California,06,2023,98007,1,95521.0,77,76-84
California,06,2021,91525,1,84907.0,78,76-84
California,06,2022,90045,1,91551.0,78,76-84
California,06,2023,92336,1,95521.0,78,76-84
California,06,2021,78399,1,84907.0,79,76-84
California,06,2022,86805,1,91551.0,79,76-84
California,06,2023,86006,1,95521.0,79,76-84
California,06,2021,69740,1,84907.0,80,76-84
California,06,2022,74135,1,91551.0,80,76-84
California,06,2023,82414,1,95521.0,80,76-84
California,06,2021,63759,1,84907.0,81,76-84
California,06,2022,65561,1,91551.0,81,76-84
California,06,2023,69969,1,95521.0,81,76-84
California,06,2021,58288,1,84907.0,82,76-84
California,06,2022,59668,1,91551.0,82,76-84
California,06,2023,61593,1,95521.0,82,76-84
California,06,2021,53251,1,84907.0,83,76-84
California,06,2022,54038,1,91551.0,83,76-84
California,06,2023,55706,1,95521.0,83,76-84
California,06,2021,46642,1,84907.0,84,76-84
California,06,2022,48865,1,91551.0,84,76-84
California,06,2023,50006,1,95521.0,84,76-84
California,06,2021,255470,1,84907.0,85+,85+
California,06,2022,258884,1,91551.0,85+,85+
California,06,2023,266227,1,95521.0,85+,85+
California,06,2021,19584502,2,84907.0,All ages,All ages
California,06,2022,19544120,2,91551.0,All ages,All ages
California,06,2023,19519540,2,95521.0,All ages,All ages
California,06,2021,209908,2,84907.0,1,0-18
California,06,2022,199693,2,91551.0,1,0-18
California,06,2023,206365,2,95521.0,1,0-18
California,06,2021,215051,2,84907.0,2,0-18
California,06,2022,207872,2,91551.0,2,0-18
California,06,2023,198431,2,95521.0,2,0-18
California,06,2021,220198,2,84907.0,3,0-18
California,06,2022,212879,2,91551.0,3,0-18
California,06,2023,206869,2,95521.0,3,0-18
California,06,2021,227941,2,84907.0,4,0-18
California,06,2022,218006,2,91551.0,4,0-18
California,06,2023,211713,2,95521.0,4,0-18
California,06,2021,233806,2,84907.0,5,0-18
California,06,2022,226011,2,91551.0,5,0-18
California,06,2023,216802,2,95521.0,5,0-18
California,06,2021,237300,2,84907.0,6,0-18
California,06,2022,231645,2,91551.0,6,0-18
California,06,2023,224539,2,95521.0,6,0-18
Arkansas,05,2021,17480,2,52528.0,47,46-60
Arkansas,05,2022,17735,2,55432.0,47,46-60
Arkansas,05,2023,17410,2,58700.0,47,46-60
Arkansas,05,2021,17700,2,52528.0,48,46-60
Arkansas,05,2022,17503,2,55432.0,48,46-60
Arkansas,05,2023,17827,2,58700.0,48,46-60
Arkansas,05,2021,18555,2,52528.0,49,46-60
Arkansas,05,2022,17712,2,55432.0,49,46-60
Arkansas,05,2023,17563,2,58700.0,49,46-60
Arkansas,05,2021,19355,2,52528.0,50,46-60
Arkansas,05,2022,18657,2,55432.0,50,46-60
Arkansas,05,2023,17793,2,58700.0,50,46-60
Arkansas,05,2021,18792,2,52528.0,51,46-60
Arkansas,05,2022,19412,2,55432.0,51,46-60
Arkansas,05,2023,18699,2,58700.0,51,46-60
Arkansas,05,2021,17818,2,52528.0,52,46-60
Arkansas,05,2022,18854,2,55432.0,52,46-60
Arkansas,05,2023,19489,2,58700.0,52,46-60
Arkansas,05,2021,17438,2,52528.0,53,46-60
Arkansas,05,2022,17783,2,55432.0,53,46-60
Arkansas,05,2023,18892,2,58700.0,53,46-60
Arkansas,05,2022,17387,2,55432.0,54,46-60
Arkansas,05,2021,17655,2,52528.0,54,46-60
Arkansas,05,2023,17812,2,58700.0,54,46-60
Arkansas,05,2021,18023,2,52528.0,55,46-60
Arkansas,05,2022,17787,2,55432.0,55,46-60
Arkansas,05,2023,17485,2,58700.0,55,46-60
Arkansas,05,2021,19232,2,52528.0,56,46-60
Arkansas,05,2022,17958,2,55432.0,56,46-60
Arkansas,05,2023,17814,2,58700.0,56,46-60
Arkansas,05,2021,20081,2,52528.0,57,46-60
Arkansas,05,2022,19233,2,55432.0,57,46-60
Arkansas,05,2023,17949,2,58700.0,57,46-60
Arkansas,05,2021,20197,2,52528.0,58,46-60
Arkansas,05,2022,20058,2,55432.0,58,46-60
Arkansas,05,2023,19256,2,58700.0,58,46-60
Arkansas,05,2021,20115,2,52528.0,59,46-60
Arkansas,05,2022,20186,2,55432.0,59,46-60
Arkansas,05,2023,20080,2,58700.0,59,46-60
Arkansas,05,2021,20203,2,52528.0,60,46-60
Arkansas,05,2022,20155,2,55432.0,60,46-60
Arkansas,05,2023,20227,2,58700.0,60,46-60
Arkansas,05,2021,19798,2,52528.0,61,61-75
Arkansas,05,2022,20146,2,55432.0,61,61-75
Arkansas,05,2023,20190,2,58700.0,61,61-75
Arkansas,05,2021,19458,2,52528.0,62,61-75
Arkansas,05,2022,19711,2,55432.0,62,61-75
Arkansas,05,2023,20053,2,58700.0,62,61-75
Arkansas,05,2021,19442,2,52528.0,63,61-75
Arkansas,05,2022,19412,2,55432.0,63,61-75
Arkansas,05,2023,19649,2,58700.0,63,61-75
Arkansas,05,2021,19389,2,52528.0,64,61-75
Arkansas,05,2022,19346,2,55432.0,64,61-75
Arkansas,05,2023,19296,2,58700.0,64,61-75
Arkansas,05,2021,18801,2,52528.0,65,61-75
Arkansas,05,2022,19331,2,55432.0,65,61-75
Arkansas,05,2023,19279,2,58700.0,65,61-75
Arkansas,05,2021,18465,2,52528.0,66,61-75
Arkansas,05,2022,18643,2,55432.0,66,61-75
Arkansas,05,2023,19256,2,58700.0,66,61-75
Arkansas,05,2021,18032,2,52528.0,67,61-75
Arkansas,05,2022,18268,2,55432.0,67,61-75
Arkansas,05,2023,18504,2,58700.0,67,61-75
California,06,2021,236758,2,84907.0,7,0-18
California,06,2022,235471,2,91551.0,7,0-18
California,06,2023,230462,2,95521.0,7,0-18
California,06,2021,237798,2,84907.0,8,0-18
California,06,2022,234800,2,91551.0,8,0-18
California,06,2023,234370,2,95521.0,8,0-18
California,06,2021,237903,2,84907.0,9,0-18
California,06,2022,235783,2,91551.0,9,0-18
California,06,2023,233579,2,95521.0,9,0-18
California,06,2021,240930,2,84907.0,10,0-18
California,06,2022,235713,2,91551.0,10,0-18
California,06,2023,234350,2,95521.0,10,0-18
California,06,2021,243915,2,84907.0,11,0-18
California,06,2022,239049,2,91551.0,11,0-18
California,06,2023,234388,2,95521.0,11,0-18
California,06,2021,247501,2,84907.0,12,0-18
California,06,2022,241926,2,91551.0,12,0-18
California,06,2023,237699,2,95521.0,12,0-18
California,06,2021,257912,2,84907.0,13,0-18
California,06,2022,245902,2,91551.0,13,0-18
California,06,2023,240675,2,95521.0,13,0-18
California,06,2021,257569,2,84907.0,14,0-18
California,06,2022,256384,2,91551.0,14,0-18
California,06,2023,245033,2,95521.0,14,0-18
California,06,2021,253514,2,84907.0,15,0-18
California,06,2022,256400,2,91551.0,15,0-18
California,06,2023,255583,2,95521.0,15,0-18
California,06,2021,251165,2,84907.0,16,0-18
California,06,2022,252655,2,91551.0,16,0-18
California,06,2023,255954,2,95521.0,16,0-18
California,06,2021,251845,2,84907.0,17,0-18
California,06,2022,250878,2,91551.0,17,0-18
California,06,2023,252853,2,95521.0,17,0-18
California,06,2022,258063,2,91551.0,18,0-18
California,06,2021,241763,2,84907.0,18,0-18
California,06,2023,259201,2,95521.0,18,0-18
California,06,2021,226926,2,84907.0,19,19-30
California,06,2022,245728,2,91551.0,19,19-30
California,06,2023,250351,2,95521.0,19,19-30
California,06,2021,237295,2,84907.0,20,19-30
California,06,2022,240739,2,91551.0,20,19-30
California,06,2023,245188,2,95521.0,20,19-30
California,06,2021,240225,2,84907.0,21,19-30
California,06,2022,244959,2,91551.0,21,19-30
California,06,2023,241494,2,95521.0,21,19-30
California,06,2021,241311,2,84907.0,22,19-30
California,06,2022,245671,2,91551.0,22,19-30
California,06,2023,246006,2,95521.0,22,19-30
California,06,2021,247986,2,84907.0,23,19-30
California,06,2022,245731,2,91551.0,23,19-30
California,06,2023,248440,2,95521.0,23,19-30
California,06,2021,254742,2,84907.0,24,19-30
California,06,2022,249852,2,91551.0,24,19-30
California,06,2023,247681,2,95521.0,24,19-30
California,06,2021,261185,2,84907.0,25,19-30
California,06,2022,256360,2,91551.0,25,19-30
California,06,2023,251744,2,95521.0,25,19-30
California,06,2021,269219,2,84907.0,26,19-30
Arkansas,05,2021,17378,2,52528.0,68,61-75
Arkansas,05,2022,17856,2,55432.0,68,61-75
Arkansas,05,2023,18115,2,58700.0,68,61-75
Arkansas,05,2021,16696,2,52528.0,69,61-75
Arkansas,05,2022,17126,2,55432.0,69,61-75
Arkansas,05,2023,17603,2,58700.0,69,61-75
Arkansas,05,2021,16114,2,52528.0,70,61-75
Arkansas,05,2022,16432,2,55432.0,70,61-75
Arkansas,05,2023,16880,2,58700.0,70,61-75
Arkansas,05,2021,15367,2,52528.0,71,61-75
Arkansas,05,2022,15779,2,55432.0,71,61-75
Arkansas,05,2023,16141,2,58700.0,71,61-75
Arkansas,05,2021,15238,2,52528.0,72,61-75
Arkansas,05,2022,15029,2,55432.0,72,61-75
Arkansas,05,2023,15454,2,58700.0,72,61-75
Arkansas,05,2021,14789,2,52528.0,73,61-75
Arkansas,05,2022,14883,2,55432.0,73,61-75
Arkansas,05,2023,14702,2,58700.0,73,61-75
Arkansas,05,2021,15707,2,52528.0,74,61-75
Arkansas,05,2022,14399,2,55432.0,74,61-75
Arkansas,05,2023,14560,2,58700.0,74,61-75
Arkansas,05,2021,11124,2,52528.0,75,61-75
Arkansas,05,2022,15233,2,55432.0,75,61-75
Arkansas,05,2023,13951,2,58700.0,75,61-75
Arkansas,05,2021,11002,2,52528.0,76,76-84
Arkansas,05,2022,10748,2,55432.0,76,76-84
Arkansas,05,2023,14765,2,58700.0,76,76-84
Arkansas,05,2021,10750,2,52528.0,77,76-84
Arkansas,05,2022,10665,2,55432.0,77,76-84
Arkansas,05,2023,10429,2,58700.0,77,76-84
Arkansas,05,2021,10857,2,52528.0,78,76-84
Arkansas,05,2022,10313,2,55432.0,78,76-84
Arkansas,05,2023,10188,2,58700.0,78,76-84
Arkansas,05,2021,9160,2,52528.0,79,76-84
Arkansas,05,2022,10198,2,55432.0,79,76-84
Arkansas,05,2023,9782,2,58700.0,79,76-84
Arkansas,05,2021,8388,2,52528.0,80,76-84
Arkansas,05,2022,8699,2,55432.0,80,76-84
Arkansas,05,2023,9719,2,58700.0,80,76-84
Arkansas,05,2021,7657,2,52528.0,81,76-84
Arkansas,05,2022,7913,2,55432.0,81,76-84
Arkansas,05,2023,8231,2,58700.0,81,76-84
Arkansas,05,2021,7027,2,52528.0,82,76-84
Arkansas,05,2022,7238,2,55432.0,82,76-84
Arkansas,05,2023,7510,2,58700.0,82,76-84
Arkansas,05,2021,6426,2,52528.0,83,76-84
Arkansas,05,2022,6447,2,55432.0,83,76-84
Arkansas,05,2023,6706,2,58700.0,83,76-84
Arkansas,05,2021,5668,2,52528.0,84,76-84
Arkansas,05,2022,6039,2,55432.0,84,76-84
Arkansas,05,2023,6032,2,58700.0,84,76-84
Arkansas,05,2021,34831,2,52528.0,85+,85+
Arkansas,05,2022,34624,2,55432.0,85+,85+
Arkansas,05,2023,35393,2,58700.0,85+,85+
California,06,2022,262167,2,91551.0,26,19-30
California,06,2023,257857,2,95521.0,26,19-30
California,06,2021,276403,2,84907.0,27,19-30
California,06,2022,269482,2,91551.0,27,19-30
California,06,2023,263250,2,95521.0,27,19-30
California,06,2021,281659,2,84907.0,28,19-30
California,06,2022,275976,2,91551.0,28,19-30
California,06,2023,270079,2,95521.0,28,19-30
California,06,2021,291752,2,84907.0,29,19-30
California,06,2022,281024,2,91551.0,29,19-30
California,06,2023,276432,2,95521.0,29,19-30
California,06,2021,300211,2,84907.0,30,19-30
California,06,2022,290333,2,91551.0,30,19-30
California,06,2023,280520,2,95521.0,30,19-30
California,06,2021,302569,2,84907.0,31,31-45
California,06,2022,297943,2,91551.0,31,31-45
